time,cyklisté,chodci
Černovice,,Černovická,Zvonařka
2021-01-22 20:00,62192,35414,61127,39191
2021-01-22 21:00,62192,35438,61127,39208
2021-01-22 22:00,62194,35443,61127,39214
2021-01-22 23:00,62195,35449,61128,39218
2021-01-23 00:00,62195,35449,61128,39219
2021-01-23 01:00,62195,35449,61128,39219
2021-01-23 02:00,62195,35449,61128,39219
2021-01-23 03:00,62195,35449,61128,39220
2021-01-23 04:00,62195,35449,61128,39220
2021-01-23 05:00,62196,35449,61128,39220
2021-01-23 06:00,62196,35450,61128,39221
2021-01-23 07:00,62196,35450,61128,39221
2021-01-23 08:00,62195,35452,61129,39222
2021-01-23 09:00,62192,35453,61132,39222
2021-01-23 10:00,62190,35459,61133,39226
2021-01-23 11:00,62193,35461,61140,39232
2021-01-23 12:00,62198,35471,61149,39236
2021-01-23 13:00,62202,35474,61165,39231
2021-01-23 14:00,62205,35443,61179,39197
2021-01-23 15:00,62217,35444,61190,39210
2021-01-23 16:00,62228,35452,61215,39245
2021-01-23 17:00,62241,35484,61239,39287
2021-01-23 18:00,62251,35523,61247,39325
2021-01-23 19:00,62249,35598,61245,39408
2021-01-23 20:00,62255,35620,61248,39424
2021-01-23 21:00,62257,35629,61248,39438
2021-01-23 22:00,62259,35632,61248,39447
2021-01-23 23:00,62259,35632,61248,39447
2021-01-24 00:00,62259,35632,61248,39448
2021-01-24 01:00,62259,35641,61248,39452
2021-01-24 02:00,62259,35641,61248,39454
2021-01-24 03:00,62259,35641,61248,39456
2021-01-24 04:00,62259,35641,61248,39459
2021-01-24 05:00,62259,35642,61248,39459
2021-01-24 06:00,62259,35642,61248,39459
2021-01-24 07:00,62259,35642,61249,39459
2021-01-24 08:00,62258,35641,61249,39453
2021-01-24 09:00,62259,35640,61247,39456
2021-01-24 10:00,62258,35640,61254,39469
2021-01-24 11:00,62259,35648,61256,39474
2021-01-24 12:00,62265,35664,61265,39495
2021-01-24 13:00,62275,35687,61273,39513
2021-01-24 14:00,62290,35701,61288,39529
2021-01-24 15:00,62301,35725,61304,39555
2021-01-24 16:00,62310,35768,61318,39590
2021-01-24 17:00,62326,35798,61341,39626
2021-01-24 18:00,62338,35835,61349,39667
2021-01-24 19:00,62344,35873,61350,39715
2021-01-24 20:00,62345,35892,61352,39734
2021-01-24 21:00,62347,35896,61352,39744
2021-01-24 22:00,62348,35901,61352,39748
2021-01-24 23:00,62349,35901,61352,39748
2021-01-25 00:00,62349,35902,61352,39750
2021-01-25 01:00,62349,35903,61352,39751
2021-01-25 02:00,62349,35903,61352,39752
2021-01-25 03:00,62349,35903,61352,39753
2021-01-25 04:00,62349,35904,61352,39753
2021-01-25 05:00,62349,35904,61352,39753
2021-01-25 06:00,62350,35904,61353,39753
2021-01-25 07:00,62350,35904,61365,39754
2021-01-25 08:00,62351,35909,61371,39761
2021-01-25 09:00,62350,35915,61373,39768
2021-01-25 10:00,62354,35918,61376,39770
2021-01-25 11:00,62350,35915,61384,39764
2021-01-25 12:00,62342,35917,61386,39785
2021-01-25 13:00,62350,35925,61389,39793
2021-01-25 14:00,62348,35928,61394,39796
2021-01-25 15:00,62345,35919,61399,39796
2021-01-25 16:00,62346,35919,61405,39811
2021-01-25 17:00,62351,35925,61414,39828
2021-01-25 18:00,62364,35951,61419,39859
2021-01-25 19:00,62374,35988,61426,39893
2021-01-25 20:00,62377,36014,61428,39923
2021-01-25 21:00,62380,36039,61430,39950
2021-01-25 22:00,62382,36054,61430,39958
2021-01-25 23:00,62384,36056,61430,39960
2021-01-26 00:00,62385,36069,61430,39964
2021-01-26 01:00,62385,36070,61430,39964
2021-01-26 02:00,62385,36070,61430,39964
2021-01-26 04:00,62385,36071,61430,39964
2021-01-26 05:00,62385,36071,61430,39964
2021-01-26 06:00,62386,36072,61431,39964
2021-01-26 07:00,62387,36076,61440,39969
2021-01-26 08:00,62392,36079,61447,39977
2021-01-26 09:00,62393,36077,61455,39982
2021-01-26 10:00,62392,36079,61464,39983
2021-01-26 11:00,62393,36087,61469,39998
2021-01-26 12:00,62398,36083,61486,40000
2021-01-26 13:00,62401,36085,61488,40002
2021-01-26 14:00,62400,36082,61502,40001
2021-01-26 15:00,62409,36072,61516,40001
2021-01-26 16:00,62413,36064,61525,39996
2021-01-26 17:00,62416,36081,61532,40029
2021-01-26 18:00,62427,36093,61536,40036
2021-01-26 19:00,62435,36119,61542,40063
2021-01-26 20:00,62440,36132,61544,40080
2021-01-26 21:00,62441,36147,61547,40097
2021-01-26 22:00,62446,36155,61548,40100
2021-01-26 23:00,62448,36158,61549,40101
2021-01-27 00:00,62450,36182,61549,40112
2021-01-27 01:00,62450,36182,61549,40112
2021-01-27 02:00,62450,36182,61549,40113
2021-01-27 03:00,62450,36182,61549,40114
2021-01-27 04:00,62450,36184,61549,40114
2021-01-27 05:00,62450,36184,61549,40114
2021-01-27 06:00,62451,36185,61549,40114
2021-01-27 07:00,62451,36186,61555,40116
2021-01-27 08:00,62449,36188,61564,40120
2021-01-27 09:00,62454,36187,61565,40118
2021-01-27 10:00,62451,36195,61572,40120
2021-01-27 11:00,62451,36194,61576,40119
2021-01-27 12:00,62452,36199,61590,40130
2021-01-27 13:00,62457,36200,61598,40136
2021-01-27 14:00,62459,36206,61603,40146
2021-01-27 15:00,62461,36220,61617,40154
2021-01-27 16:00,62478,36235,61625,40181
2021-01-27 17:00,62476,36247,61635,40199
2021-01-27 18:00,62489,36308,61644,40241
2021-01-27 19:00,62496,36340,61646,40268
2021-01-27 20:00,62498,36371,61647,40298
2021-01-27 21:00,62498,36389,61647,40319
2021-01-27 22:00,62498,36396,61647,40327
2021-01-27 23:00,62500,36396,61647,40331
2021-01-28 00:00,62500,36397,61647,40333
2021-01-28 01:00,62500,36408,61647,40336
2021-01-28 02:00,62500,36408,61647,40336
2021-01-28 03:00,62500,36419,61647,40339
2021-01-28 04:00,62500,36419,61647,40339
2021-01-28 05:00,62500,36419,61647,40339
2021-01-28 06:00,62501,36420,61648,40339
2021-01-28 07:00,62501,36421,61656,40341
2021-01-28 08:00,62500,36424,61659,40344
2021-01-28 09:00,62502,36422,61664,40348
2021-01-28 10:00,62501,36429,61668,40352
2021-01-28 11:00,62499,36424,61672,40354
2021-01-28 12:00,62495,36421,61674,40359
2021-01-28 13:00,62496,36444,61684,40368
2021-01-28 14:00,62501,36441,61693,40375
2021-01-28 15:00,62512,36454,61697,40391
2021-01-28 16:00,62522,36469,61713,40414
2021-01-28 17:00,62518,36480,61721,40432
2021-01-28 18:00,62526,36507,61723,40456
2021-01-28 19:00,62531,36529,61724,40478
2021-01-28 20:00,62535,36554,61724,40499
2021-01-28 21:00,62536,36562,61725,40507
2021-01-28 22:00,62537,36573,61725,40519
2021-01-28 23:00,62540,36577,61725,40521
2021-01-29 00:00,62540,36577,61725,40522
2021-01-29 01:00,62540,36577,61725,40522
2021-01-29 02:00,62540,36585,61725,40524
2021-01-29 03:00,62540,36593,61725,40526
2021-01-29 04:00,62540,36593,61725,40526
2021-01-29 05:00,62540,36593,61725,40526
2021-01-29 06:00,62541,36594,61725,40526
2021-01-29 07:00,62541,36595,61731,40528
2021-01-29 08:00,62538,36598,61733,40529
2021-01-29 09:00,62537,36598,61736,40533
2021-01-29 10:00,62538,36604,61737,40540
2021-01-29 11:00,62536,36609,61740,40546
2021-01-29 12:00,62535,36611,61744,40547
2021-01-29 13:00,62539,36606,61745,40546
2021-01-29 14:00,62541,36607,61747,40547
2021-01-29 15:00,62535,36597,61753,40541
2021-01-29 16:00,62522,36588,61753,40531
2021-01-29 17:00,62520,36582,61758,40538
2021-01-29 18:00,62524,36594,61760,40545
2021-01-29 19:00,62526,36670,61760,40592
2021-01-29 20:00,62528,36692,61760,40617
2021-01-29 21:00,62528,36708,61760,40631
2021-01-29 22:00,62530,36714,61762,40638
2021-01-29 23:00,62531,36724,61762,40648
2021-01-30 00:00,62531,36725,61762,40648
2021-01-30 01:00,62531,36725,61762,40648
2021-01-30 02:00,62531,36728,61762,40649
2021-01-30 03:00,62531,36731,61762,40650
2021-01-30 04:00,62531,36731,61762,40650
2021-01-30 05:00,62532,36731,61762,40650
2021-01-30 06:00,62532,36731,61763,40650
2021-01-30 07:00,62532,36731,61763,40652
2021-01-30 08:00,62529,36737,61763,40653
2021-01-30 09:00,62526,36734,61764,40652
2021-01-30 10:00,62523,36735,61767,40656
2021-01-30 11:00,62519,36733,61774,40652
2021-01-30 12:00,62524,36744,61788,40674
2021-01-30 13:00,62528,36745,61792,40684
2021-01-30 14:00,62526,36755,61799,40694
2021-01-30 15:00,62532,36765,61804,40703
2021-01-30 16:00,62530,36765,61814,40712
2021-01-30 17:00,62534,36782,61827,40732
2021-01-30 18:00,62535,36808,61830,40756
2021-01-30 19:00,62524,36848,61828,40792
2021-01-30 20:00,62524,36860,61829,40811
2021-01-30 21:00,62526,36875,61829,40823
2021-01-30 22:00,62526,36880,61829,40826
2021-01-30 23:00,62527,36884,61830,40829
2021-01-31 00:00,62527,36885,61830,40829
2021-01-31 01:00,62529,36887,61830,40830
2021-01-31 02:00,62529,36887,61832,40830
2021-01-31 03:00,62531,36888,61832,40832
2021-01-31 04:00,62531,36888,61832,40832
2021-01-31 05:00,62531,36888,61832,40832
2021-01-31 06:00,62531,36888,61832,40832
2021-01-31 07:00,62531,36888,61832,40832
2021-01-31 08:00,62531,36888,61831,40834
2021-01-31 09:00,62527,36883,61830,40830
2021-01-31 10:00,62527,36888,61831,40833
2021-01-31 11:00,62525,36892,61833,40836
2021-01-31 12:00,62532,36901,61852,40861
2021-01-31 13:00,62543,36921,61876,40885
2021-01-31 14:00,62558,36949,61896,40907
2021-01-31 15:00,62574,36979,61910,40951
2021-01-31 16:00,62590,37027,61948,41057
2021-01-31 17:00,62604,37034,61970,41077
2021-01-31 18:00,62615,37086,61978,41110
2021-01-31 19:00,62623,37103,61978,41121
2021-01-31 20:00,62627,37126,61978,41131
2021-01-31 21:00,62627,37139,61979,41151
2021-01-31 22:00,62627,37143,61979,41159
2021-01-31 23:00,62628,37151,61979,41159
2021-02-01 00:00,62628,37153,61979,41159
2021-02-01 01:00,62628,37153,61979,41159
2021-02-01 02:00,62628,37153,61979,41159
2021-02-01 03:00,62628,37155,61979,41159
2021-02-01 04:00,62628,37155,61979,41159
2021-02-01 05:00,62628,37155,61979,41159
2021-02-01 06:00,62629,37156,61980,41159
2021-02-01 07:00,62629,37157,61989,41161
2021-02-01 08:00,62629,37161,61994,41170
2021-02-01 09:00,62626,37159,61996,41169
2021-02-01 10:00,62624,37164,61998,41169
2021-02-01 11:00,62619,37157,62000,41157
2021-02-01 12:00,62614,37151,61998,41147
2021-02-01 13:00,62604,37162,62002,41149
2021-02-01 14:00,62593,37143,62004,41137
2021-02-01 15:00,62600,37108,62017,41136
2021-02-01 16:00,62619,37101,62020,41146
2021-02-01 17:00,62625,37101,62032,41136
2021-02-01 18:00,62637,37134,62038,41171
2021-02-01 19:00,62644,37177,62045,41206
2021-02-01 20:00,62645,37197,62052,41236
2021-02-01 21:00,62649,37216,62052,41269
2021-02-01 22:00,62650,37234,62052,41274
2021-02-01 23:00,62651,37234,62052,41276
2021-02-02 00:00,62653,37234,62052,41277
2021-02-02 01:00,62653,37234,62052,41278
2021-02-02 02:00,62653,37247,62052,41288
2021-02-02 03:00,62653,37260,62052,41299
2021-02-02 04:00,62653,37260,62052,41300
2021-02-02 05:00,62653,37260,62052,41300
2021-02-02 06:00,62654,37261,62053,41300
2021-02-02 07:00,62654,37261,62063,41302
2021-02-02 08:00,62653,37257,62071,41308
2021-02-02 09:00,62649,37252,62076,41307
2021-02-02 10:00,62647,37246,62076,41297
2021-02-02 11:00,62644,37234,62069,41289
2021-02-02 12:00,62635,37206,62068,41253
2021-02-02 13:00,62622,37185,62067,41236
2021-02-02 14:00,62614,37171,62071,41226
2021-02-02 15:00,62590,37152,62071,41209
2021-02-02 16:00,62572,37131,62078,41205
2021-02-02 17:00,62572,37142,62085,41212
2021-02-02 18:00,62582,37172,62092,41247
2021-02-02 19:00,62590,37216,62094,41268
2021-02-02 20:00,62592,37248,62098,41298
2021-02-02 21:00,62593,37256,62098,41309
2021-02-02 22:00,62593,37265,62098,41312
2021-02-02 23:00,62593,37291,62098,41315
2021-02-03 00:00,62593,37306,62098,41317
2021-02-03 01:00,62593,37330,62098,41330
2021-02-03 02:00,62593,37331,62098,41332
2021-02-03 03:00,62593,37331,62098,41332
2021-02-03 04:00,62593,37331,62098,41332
2021-02-03 05:00,62593,37342,62098,41337
2021-02-03 06:00,62593,37346,62098,41339
2021-02-03 07:00,62593,37346,62105,41341
2021-02-03 08:00,62587,37345,62110,41348
2021-02-03 09:00,62588,37348,62116,41352
2021-02-03 10:00,62589,37352,62124,41359
2021-02-03 11:00,62587,37354,62126,41357
2021-02-03 12:00,62594,37362,62136,41363
2021-02-03 13:00,62600,37372,62138,41371
2021-02-03 14:00,62607,37369,62146,41369
2021-02-03 15:00,62605,37370,62145,41369
2021-02-03 16:00,62610,37371,62149,41373
2021-02-03 17:00,62605,37370,62151,41374
2021-02-03 18:00,62602,37389,62152,41380
2021-02-03 19:00,62607,37423,62154,41421
2021-02-03 20:00,62608,37451,62154,41449
2021-02-03 21:00,62609,37473,62155,41465
2021-02-03 22:00,62609,37480,62155,41472
2021-02-03 23:00,62609,37487,62155,41478
2021-02-04 00:00,62610,37488,62155,41479
2021-02-04 01:00,62611,37511,62155,41481
2021-02-04 02:00,62611,37511,62155,41481
2021-02-04 03:00,62612,37534,62155,41483
2021-02-04 04:00,62612,37534,62155,41483
2021-02-04 05:00,62612,37534,62155,41483
2021-02-04 06:00,62613,37535,62155,41483
2021-02-04 07:00,62615,37535,62167,41484
2021-02-04 08:00,62611,37539,62175,41494
2021-02-04 09:00,62605,37544,62180,41493
2021-02-04 10:00,62608,37550,62184,41496
2021-02-04 11:00,62607,37546,62187,41497
2021-02-04 12:00,62608,37557,62194,41521
2021-02-04 13:00,62610,37572,62203,41528
2021-02-04 14:00,62616,37578,62216,41538
2021-02-04 15:00,62624,37572,62231,41547
2021-02-04 16:00,62643,37579,62252,41565
2021-02-04 17:00,62655,37599,62269,41588
2021-02-04 18:00,62668,37648,62285,41636
2021-02-04 19:00,62676,37721,62287,41701
2021-02-04 20:00,62676,37761,62290,41756
2021-02-04 21:00,62679,37801,62292,41777
2021-02-04 22:00,62683,37814,62292,41785
2021-02-04 23:00,62683,37822,62292,41788
2021-02-05 00:00,62684,37827,62292,41789
2021-02-05 01:00,62684,37827,62292,41789
2021-02-05 02:00,62684,37828,62292,41791
2021-02-05 03:00,62684,37831,62292,41791
2021-02-05 04:00,62684,37831,62292,41791
2021-02-05 05:00,62684,37831,62292,41791
2021-02-05 06:00,62685,37831,62293,41791
2021-02-05 07:00,62685,37831,62302,41792
2021-02-05 08:00,62683,37834,62307,41793
2021-02-05 09:00,62676,37823,62310,41792
2021-02-05 10:00,62677,37816,62315,41794
2021-02-05 11:00,62678,37824,62317,41808
2021-02-05 12:00,62678,37831,62321,41831
2021-02-05 13:00,62677,37814,62330,41826
2021-02-05 14:00,62678,37789,62342,41794
2021-02-05 15:00,62674,37762,62354,41771
2021-02-05 16:00,62689,37761,62369,41784
2021-02-05 17:00,62708,37796,62393,41820
2021-02-05 18:00,62718,37837,62402,41845
2021-02-05 19:00,62727,37868,62402,41871
2021-02-05 20:00,62727,37868,62402,41871
2021-02-05 21:00,62727,37888,62404,41891
2021-02-05 22:00,62729,37902,62404,41905
2021-02-05 23:00,62729,37909,62404,41908
2021-02-06 00:00,62729,37909,62404,41908
2021-02-06 01:00,62729,37909,62404,41908
2021-02-06 02:00,62729,37926,62404,41927
2021-02-06 03:00,62729,37926,62404,41928
2021-02-06 04:00,62729,37926,62404,41928
2021-02-06 05:00,62730,37926,62404,41928
2021-02-06 06:00,62730,37926,62405,41928
2021-02-06 07:00,62730,37926,62405,41928
2021-02-06 08:00,62730,37929,62405,41928
2021-02-06 09:00,62729,37933,62406,41929
2021-02-06 10:00,62730,37938,62407,41935
2021-02-06 11:00,62729,37943,62409,41940
2021-02-06 12:00,62730,37952,62416,41968
2021-02-06 13:00,62738,37991,62425,41984
2021-02-06 14:00,62741,38024,62430,42010
2021-02-06 15:00,62743,38030,62437,42018
2021-02-06 16:00,62750,38053,62443,42024
2021-02-06 17:00,62750,38068,62461,42061
2021-02-06 18:00,62748,38098,62461,42076
2021-02-06 19:00,62748,38120,62465,42101
2021-02-06 20:00,62753,38140,62467,42122
2021-02-06 21:00,62753,38154,62468,42131
2021-02-06 22:00,62755,38162,62469,42140
2021-02-06 23:00,62755,38164,62469,42140
2021-02-07 00:00,62755,38165,62469,42140
2021-02-07 01:00,62755,38165,62469,42140
2021-02-07 02:00,62756,38168,62469,42144
2021-02-07 03:00,62757,38171,62469,42148
2021-02-07 04:00,62757,38171,62469,42148
2021-02-07 05:00,62757,38171,62469,42148
2021-02-07 06:00,62757,38171,62469,42148
2021-02-07 07:00,62757,38171,62469,42148
2021-02-07 08:00,62756,38170,62468,42148
2021-02-07 09:00,62756,38170,62467,42148
2021-02-07 10:00,62755,38174,62468,42157
2021-02-07 11:00,62755,38173,62472,42162
2021-02-07 12:00,62754,38173,62475,42163
2021-02-07 13:00,62759,38182,62481,42164
2021-02-07 14:00,62761,38181,62483,42162
2021-02-07 15:00,62768,38180,62486,42162
2021-02-07 16:00,62770,38184,62485,42160
2021-02-07 17:00,62764,38187,62495,42157
2021-02-07 18:00,62766,38194,62495,42156
2021-02-07 19:00,62766,38195,62495,42154
2021-02-07 20:00,62766,38198,62495,42156
2021-02-07 21:00,62766,38203,62495,42157
2021-02-07 22:00,62766,38209,62495,42159
2021-02-07 23:00,62766,38209,62495,42159
2021-02-08 00:00,62766,38209,62495,42159
2021-02-08 01:00,62767,38209,62495,42160
2021-02-08 02:00,62767,38233,62495,42166
2021-02-08 03:00,62767,38238,62495,42167
2021-02-08 04:00,62767,38238,62495,42167
2021-02-08 05:00,62768,38239,62495,42167
2021-02-08 06:00,62768,38268,62495,42190
2021-02-08 07:00,62842,38316,62538,42221
2021-02-08 08:00,62841,38510,62538,42441
2021-02-08 09:00,62842,38832,62540,42711
2021-02-08 10:00,62842,38834,62540,42704
2021-02-08 11:00,62842,38839,62539,42698
2021-02-08 12:00,62838,38833,62540,42695
2021-02-08 13:00,62838,38829,62540,42689
2021-02-08 14:00,62840,38830,62539,42681
2021-02-08 15:00,62856,38822,62566,42664
2021-02-08 16:00,62856,38818,62567,42659
2021-02-08 17:00,62857,38821,62573,42649
2021-02-08 18:00,62855,38819,62576,42653
2021-02-08 19:00,62855,38823,62581,42659
2021-02-08 20:00,62856,38825,62581,42662
2021-02-08 21:00,62857,38828,62581,42664
2021-02-08 22:00,62858,38831,62581,42665
2021-02-08 23:00,62860,38831,62581,42665
2021-02-09 00:00,62860,38831,62581,42665
2021-02-09 01:00,62860,38831,62581,42666
2021-02-09 02:00,62860,38836,62581,42667
2021-02-09 03:00,62860,38836,62581,42667
2021-02-09 04:00,62860,38836,62581,42668
2021-02-09 05:00,62860,38836,62581,42668
2021-02-09 06:00,62860,38838,62581,42668
2021-02-09 07:00,62861,38838,62581,42669
2021-02-09 08:00,62859,38838,62582,42667
2021-02-09 09:00,62859,38838,62584,42664
2021-02-09 10:00,62858,38841,62586,42657
2021-02-09 11:00,62855,38840,62585,42657
2021-02-09 12:00,62853,38841,62582,42658
2021-02-09 13:00,62856,38837,62579,42651
2021-02-09 14:00,62858,38831,62581,42641
2021-02-09 15:00,62861,38833,62580,42621
2021-02-09 16:00,62861,38824,62584,42612
2021-02-09 17:00,62864,38825,62586,42617
2021-02-09 18:00,62864,38832,62589,42627
2021-02-09 19:00,62866,38849,62589,42633
2021-02-09 20:00,62868,38860,62589,42646
2021-02-09 21:00,62868,38865,62589,42650
2021-02-09 22:00,62869,38870,62589,42652
2021-02-09 23:00,62870,38870,62589,42653
2021-02-10 00:00,62870,38870,62589,42653
2021-02-10 01:00,62870,38876,62589,42657
2021-02-10 02:00,62870,38876,62589,42657
2021-02-10 03:00,62870,38877,62589,42657
2021-02-10 04:00,62870,38877,62589,42657
2021-02-10 05:00,62870,38877,62589,42657
2021-02-10 06:00,62870,38878,62589,42657
2021-02-10 07:00,62870,38878,62590,42659
2021-02-10 08:00,62869,38877,62590,42654
2021-02-10 09:00,62868,38878,62590,42651
2021-02-10 10:00,62870,38879,62591,42647
2021-02-10 11:00,62873,38879,62591,42654
2021-02-10 12:00,62875,38882,62596,42657
2021-02-10 13:00,62877,38893,62597,42666
2021-02-10 14:00,62878,38901,62596,42670
2021-02-10 15:00,62879,38902,62597,42669
2021-02-10 16:00,62877,38913,62599,42685
2021-02-10 17:00,62881,38927,62602,42700
2021-02-10 18:00,62882,38942,62603,42726
2021-02-10 19:00,62883,38970,62608,42750
2021-02-10 20:00,62883,38987,62608,42768
2021-02-10 21:00,62883,39003,62608,42782
2021-02-10 22:00,62885,39018,62608,42787
2021-02-10 23:00,62887,39018,62608,42788
2021-02-11 00:00,62887,39019,62608,42788
2021-02-11 01:00,62887,39019,62608,42788
2021-02-11 02:00,62887,39029,62609,42799
2021-02-11 03:00,62887,39039,62610,42810
2021-02-11 04:00,62887,39039,62610,42810
2021-02-11 05:00,62887,39039,62610,42810
2021-02-11 06:00,62887,39040,62610,42810
2021-02-11 07:00,62887,39040,62614,42811
2021-02-11 08:00,62887,39039,62613,42812
2021-02-11 09:00,62886,39040,62615,42814
2021-02-11 10:00,62886,39042,62616,42817
2021-02-11 11:00,62885,39044,62616,42813
2021-02-11 12:00,62885,39043,62617,42811
2021-02-11 13:00,62884,39043,62622,42804
2021-02-11 14:00,62883,39043,62625,42802
2021-02-11 15:00,62882,39044,62625,42799
2021-02-11 16:00,62879,39046,62627,42803
2021-02-11 17:00,62879,39052,62628,42807
2021-02-11 18:00,62880,39060,62631,42810
2021-02-11 19:00,62882,39069,62632,42828
2021-02-11 20:00,62882,39071,62632,42837
2021-02-11 21:00,62882,39073,62632,42837
2021-02-11 22:00,62882,39080,62632,42840
2021-02-11 23:00,62884,39082,62632,42840
2021-02-12 00:00,62884,39082,62632,42840
2021-02-12 01:00,62884,39082,62632,42840
2021-02-12 02:00,62884,39091,62632,42843
2021-02-12 03:00,62884,39100,62632,42846
2021-02-12 04:00,62884,39100,62632,42847
2021-02-12 05:00,62884,39100,62632,42847
2021-02-12 06:00,62884,39100,62632,42847
2021-02-12 07:00,62884,39100,62632,42847
2021-02-12 08:00,62883,39101,62632,42845
2021-02-12 09:00,62884,39104,62630,42846
2021-02-12 10:00,62884,39107,62630,42848
2021-02-12 11:00,62881,39105,62630,42844
2021-02-12 12:00,62879,39105,62634,42846
2021-02-12 13:00,62880,39106,62634,42847
2021-02-12 14:00,62884,39109,62636,42847
2021-02-12 15:00,62890,39112,62635,42848
2021-02-12 16:00,62892,39117,62638,42844
2021-02-12 17:00,62895,39116,62641,42840
2021-02-12 18:00,62894,39123,62643,42836
2021-02-12 19:00,62897,39125,62643,42841
2021-02-12 20:00,62897,39129,62643,42842
2021-02-12 21:00,62897,39129,62643,42843
2021-02-12 22:00,62897,39129,62643,42843
2021-02-12 23:00,62897,39129,62643,42844
2021-02-13 00:00,62897,39129,62643,42844
2021-02-13 01:00,62897,39157,62643,42860
2021-02-13 02:00,62897,39157,62643,42860
2021-02-13 03:00,62897,39185,62643,42876
2021-02-13 04:00,62897,39185,62643,42876
2021-02-13 05:00,62897,39185,62643,42876
2021-02-13 06:00,62897,39185,62643,42876
2021-02-13 07:00,62897,39185,62642,42877
2021-02-13 08:00,62897,39181,62642,42873
2021-02-13 09:00,62897,39182,62641,42873
2021-02-13 10:00,62896,39182,62642,42871
2021-02-13 11:00,62895,39182,62646,42867
2021-02-13 12:00,62895,39181,62648,42864
2021-02-13 13:00,62893,39185,62647,42865
2021-02-13 14:00,62895,39183,62653,42863
2021-02-13 15:00,62897,39187,62659,42871
2021-02-13 16:00,62896,39192,62664,42867
2021-02-13 17:00,62894,39205,62666,42869
2021-02-13 18:00,62895,39204,62669,42867
2021-02-13 19:00,62896,39211,62671,42875
2021-02-13 20:00,62896,39216,62672,42879
2021-02-13 21:00,62896,39218,62672,42883
2021-02-13 22:00,62896,39222,62672,42885
2021-02-13 23:00,62896,39224,62672,42886
2021-02-14 00:00,62896,39224,62672,42886
2021-02-14 01:00,62896,39224,62672,42886
2021-02-14 02:00,62896,39224,62672,42886
2021-02-14 03:00,62896,39235,62672,42900
2021-02-14 04:00,62896,39235,62672,42900
2021-02-14 05:00,62896,39235,62672,42900
2021-02-14 06:00,62896,39235,62672,42900
2021-02-14 07:00,62896,39235,62672,42899
2021-02-14 08:00,62895,39246,62671,42912
2021-02-14 09:00,62893,39247,62672,42911
2021-02-14 10:00,62893,39246,62672,42910
2021-02-14 11:00,62892,39248,62674,42910
2021-02-14 12:00,62892,39255,62677,42909
2021-02-14 13:00,62895,39268,62678,42903
2021-02-14 14:00,62894,39279,62680,42913
2021-02-14 15:00,62896,39298,62689,42924
2021-02-14 16:00,62903,39323,62692,42952
2021-02-14 17:00,62903,39334,62693,42971
2021-02-14 18:00,62915,39351,62696,42987
2021-02-14 19:00,62914,39357,62696,43000
2021-02-14 20:00,62914,39376,62696,43010
2021-02-14 21:00,62914,39381,62696,43014
2021-02-14 22:00,62914,39383,62696,43014
2021-02-14 23:00,62915,39389,62696,43037
2021-02-15 00:00,62915,39389,62696,43038
2021-02-15 01:00,62915,39406,62696,43050
2021-02-15 02:00,62915,39406,62696,43050
2021-02-15 03:00,62915,39423,62696,43062
2021-02-15 04:00,62915,39423,62696,43062
2021-02-15 05:00,62915,39423,62696,43062
2021-02-15 06:00,62915,39424,62696,43062
2021-02-15 07:00,62915,39424,62700,43062
2021-02-15 08:00,62915,39425,62701,43066
2021-02-15 09:00,62916,39424,62704,43070
2021-02-15 10:00,62914,39428,62706,43066
2021-02-15 11:00,62915,39426,62707,43062
2021-02-15 12:00,62916,39424,62707,43059
2021-02-15 13:00,62913,39425,62709,43049
2021-02-15 14:00,62920,39429,62710,43051
2021-02-15 15:00,62919,39440,62713,43042
2021-02-15 16:00,62937,39451,62724,43056
2021-02-15 17:00,62937,39456,62726,43068
2021-02-15 18:00,62944,39506,62728,43122
2021-02-15 19:00,62944,39518,62728,43144
2021-02-15 20:00,62945,39531,62728,43160
2021-02-15 21:00,62946,39539,62728,43168
2021-02-15 22:00,62946,39546,62729,43175
2021-02-15 23:00,62946,39549,62729,43179
2021-02-16 00:00,62946,39549,62729,43180
2021-02-16 01:00,62946,39552,62729,43182
2021-02-16 02:00,62946,39574,62729,43203
2021-02-16 03:00,62946,39574,62729,43204
2021-02-16 04:00,62946,39578,62729,43210
2021-02-16 05:00,62946,39579,62729,43210
2021-02-16 06:00,62947,39584,62729,43212
2021-02-16 07:00,62947,39589,62732,43214
2021-02-16 08:00,62947,39588,62734,43214
2021-02-16 09:00,62948,39590,62735,43214
2021-02-16 10:00,62947,39591,62739,43217
2021-02-16 11:00,62944,39587,62736,43214
2021-02-16 12:00,62943,39593,62733,43208
2021-02-16 13:00,62942,39601,62731,43202
2021-02-16 14:00,62943,39604,62733,43200
2021-02-16 15:00,62943,39609,62737,43193
2021-02-16 16:00,62934,39611,62737,43200
2021-02-16 17:00,62931,39617,62739,43209
2021-02-16 18:00,62931,39622,62741,43227
2021-02-16 19:00,62934,39642,62742,43244
2021-02-16 20:00,62936,39664,62742,43273
2021-02-16 21:00,62936,39679,62742,43286
2021-02-16 22:00,62936,39690,62742,43293
2021-02-16 23:00,62936,39691,62742,43297
2021-02-17 00:00,62936,39691,62742,43297
2021-02-17 01:00,62936,39691,62742,43298
2021-02-17 02:00,62936,39691,62742,43298
2021-02-17 03:00,62936,39691,62742,43298
