time,cyklisté,chodci
Královopolská,,Přívrat,Záhřebská
2020-05-29 17:00,5095,5916,2373,5404
2020-05-29 18:00,5129,5942,2379,5415
2020-05-29 19:00,5154,5967,2387,5422
2020-05-29 20:00,5175,5976,2389,5427
2020-05-29 21:00,5191,5990,2390,5443
2020-05-29 22:00,5210,5997,2392,5450
2020-05-29 23:00,5220,5998,2392,5452
2020-05-30 00:00,5224,5999,2392,5456
2020-05-30 01:00,5227,6007,2392,5462
2020-05-30 02:00,5227,6011,2393,5472
2020-05-30 03:00,5227,6012,2393,5473
2020-05-30 04:00,5227,6012,2393,5474
2020-05-30 05:00,5228,6012,2393,5474
2020-05-30 06:00,5228,6014,2393,5477
2020-05-30 07:00,5230,6014,2393,5479
2020-05-30 08:00,5234,6015,2393,5482
2020-05-30 09:00,5239,6020,2393,5483
2020-05-30 10:00,5248,6021,2393,5484
2020-05-30 11:00,5260,6021,2395,5484
2020-05-30 12:00,5273,6021,2397,5484
2020-05-30 13:00,5286,6027,2403,5484
2020-05-30 14:00,5301,6042,2408,5492
2020-05-30 15:00,5327,6058,2410,5502
2020-05-30 16:00,5341,6065,2418,5527
2020-05-30 17:00,5363,6071,2425,5533
2020-05-30 18:00,5397,6073,2435,5540
2020-05-30 19:00,5439,6081,2444,5545
2020-05-30 20:00,5458,6093,2447,5555
2020-05-30 21:00,5475,6108,2448,5562
2020-05-30 22:00,5498,6116,2448,5566
2020-05-30 23:00,5501,6117,2448,5566
2020-05-31 00:00,5504,6118,2448,5568
2020-05-31 01:00,5504,6119,2449,5571
2020-05-31 02:00,5504,6123,2449,5575
2020-05-31 03:00,5504,6124,2449,5577
2020-05-31 05:00,5504,6125,2449,5581
2020-05-31 06:00,5504,6125,2449,5582
2020-05-31 07:00,5504,6125,2450,5583
2020-05-31 08:00,5504,6130,2453,5587
2020-05-31 09:00,5505,6130,2453,5589
2020-05-31 10:00,5505,6130,2454,5589
2020-05-31 11:00,5507,6131,2457,5593
2020-05-31 12:00,5508,6131,2457,5598
2020-05-31 13:00,5513,6135,2457,5600
2020-05-31 14:00,5513,6139,2459,5601
2020-05-31 15:00,5519,6141,2459,5604
2020-05-31 16:00,5528,6147,2460,5604
2020-05-31 17:00,5536,6149,2462,5609
2020-05-31 18:00,5544,6161,2464,5612
2020-05-31 19:00,5554,6167,2470,5615
2020-05-31 20:00,5565,6168,2470,5618
2020-05-31 21:00,5569,6174,2472,5619
2020-05-31 22:00,5571,6183,2472,5626
2020-05-31 23:00,5571,6186,2472,5633
2020-06-01 00:00,5572,6188,2472,5636
2020-06-01 01:00,5572,6190,2472,5636
2020-06-01 02:00,5572,6192,2472,5636
2020-06-01 03:00,5573,6192,2472,5638
2020-06-01 04:00,5573,6192,2472,5640
2020-06-01 05:00,5573,6192,2472,5640
2020-06-01 06:00,5574,6192,2472,5643
2020-06-01 07:00,5579,6192,2472,5645
2020-06-01 08:00,5611,6201,2472,5649
2020-06-01 09:00,5649,6216,2474,5661
2020-06-01 10:00,5669,6223,2480,5667
2020-06-01 11:00,5691,6224,2485,5668
2020-06-01 12:00,5707,6235,2489,5672
2020-06-01 13:00,5723,6240,2490,5675
2020-06-01 14:00,5746,6245,2504,5678
2020-06-01 15:00,5756,6255,2525,5684
2020-06-01 16:00,5774,6259,2547,5687
2020-06-01 17:00,5811,6273,2568,5694
2020-06-01 18:00,5869,6290,2614,5702
2020-06-01 19:00,5920,6309,2638,5721
2020-06-01 20:00,5960,6337,2652,5739
2020-06-01 21:00,5999,6354,2667,5752
2020-06-01 22:00,6032,6365,2672,5771
2020-06-01 23:00,6053,6377,2677,5774
2020-06-02 00:00,6054,6382,2678,5792
2020-06-02 01:00,6058,6387,2679,5792
2020-06-02 02:00,6059,6387,2679,5792
2020-06-02 03:00,6060,6387,2679,5792
2020-06-02 04:00,6060,6387,2679,5792
2020-06-02 05:00,6060,6389,2679,5792
2020-06-02 06:00,6060,6389,2679,5793
2020-06-02 07:00,6073,6390,2683,5799
2020-06-02 08:00,6112,6400,2696,5805
2020-06-02 09:00,6159,6412,2715,5814
2020-06-02 10:00,6190,6427,2735,5823
2020-06-02 11:00,6214,6433,2751,5827
2020-06-02 12:00,6238,6441,2768,5829
2020-06-02 13:00,6249,6454,2771,5833
2020-06-02 14:00,6260,6457,2781,5838
2020-06-02 15:00,6268,6466,2793,5844
2020-06-02 16:00,6290,6473,2802,5847
2020-06-02 17:00,6337,6487,2839,5866
2020-06-02 18:00,6389,6500,2879,5874
2020-06-02 19:00,6436,6524,2921,5893
2020-06-02 20:00,6493,6539,2935,5912
2020-06-02 21:00,6546,6553,2947,5927
2020-06-02 22:00,6570,6564,2957,5932
2020-06-02 23:00,6582,6568,2958,5933
2020-06-03 00:00,6582,6569,2959,5946
2020-06-03 01:00,6582,6582,2961,5966
2020-06-03 02:00,6582,6583,2962,5966
2020-06-03 03:00,6582,6585,2962,5968
2020-06-03 04:00,6582,6585,2962,5968
2020-06-03 05:00,6582,6585,2962,5970
2020-06-03 06:00,6583,6585,2962,5971
2020-06-03 07:00,6596,6588,2963,5974
2020-06-03 08:00,6641,6595,2973,5979
2020-06-03 09:00,6687,6608,2991,5989
2020-06-03 10:00,6716,6612,3006,6001
2020-06-03 11:00,6731,6615,3011,6001
2020-06-03 12:00,6762,6621,3022,6006
2020-06-03 13:00,6773,6622,3027,6006
2020-06-03 14:00,6790,6622,3029,6008
2020-06-03 15:00,6801,6629,3034,6017
2020-06-03 16:00,6821,6634,3045,6022
2020-06-03 17:00,6861,6644,3078,6031
2020-06-03 18:00,6904,6654,3106,6037
2020-06-03 19:00,6968,6675,3134,6054
2020-06-03 20:00,7028,6700,3158,6081
2020-06-03 21:00,7085,6720,3172,6094
2020-06-03 22:00,7124,6743,3184,6109
2020-06-03 23:00,7140,6750,3187,6115
2020-06-04 00:00,7146,6754,3188,6122
2020-06-04 01:00,7152,6759,3188,6125
2020-06-04 02:00,7152,6759,3188,6125
2020-06-04 03:00,7153,6759,3188,6125
2020-06-04 04:00,7153,6759,3188,6125
2020-06-04 05:00,7153,6759,3188,6125
2020-06-04 06:00,7153,6759,3188,6127
2020-06-04 07:00,7173,6761,3191,6131
2020-06-04 08:00,7210,6765,3202,6136
2020-06-04 09:00,7257,6781,3219,6143
2020-06-04 10:00,7289,6793,3237,6157
2020-06-04 11:00,7308,6810,3246,6159
2020-06-04 12:00,7321,6822,3257,6164
2020-06-04 13:00,7328,6825,3264,6167
2020-06-04 14:00,7348,6828,3276,6168
2020-06-04 15:00,7366,6836,3288,6179
2020-06-04 16:00,7383,6848,3321,6195
2020-06-04 17:00,7427,6867,3364,6220
2020-06-04 18:00,7482,6909,3415,6246
2020-06-04 19:00,7545,6950,3465,6263
2020-06-04 20:00,7583,6965,3491,6286
2020-06-04 21:00,7628,6976,3509,6299
2020-06-04 22:00,7660,6990,3512,6304
2020-06-04 23:00,7678,6997,3512,6308
2020-06-05 00:00,7693,6999,3512,6316
2020-06-05 01:00,7700,7004,3515,6320
2020-06-05 02:00,7701,7005,3518,6323
2020-06-05 03:00,7701,7005,3518,6324
2020-06-05 04:00,7701,7005,3518,6324
2020-06-05 05:00,7701,7006,3518,6324
2020-06-05 06:00,7701,7006,3518,6325
2020-06-05 07:00,7706,7009,3521,6331
2020-06-05 08:00,7724,7015,3522,6336
2020-06-05 09:00,7734,7016,3529,6336
2020-06-05 10:00,7738,7019,3533,6336
2020-06-05 11:00,7741,7023,3533,6338
2020-06-05 12:00,7745,7025,3534,6338
2020-06-05 13:00,7746,7029,3535,6339
2020-06-05 14:00,7750,7035,3537,6342
2020-06-05 15:00,7753,7037,3543,6345
2020-06-05 16:00,7759,7039,3550,6348
2020-06-05 17:00,7765,7045,3555,6353
2020-06-05 18:00,7771,7065,3565,6354
2020-06-05 19:00,7783,7082,3581,6362
2020-06-05 20:00,7794,7093,3589,6377
2020-06-05 21:00,7808,7114,3593,6393
2020-06-05 22:00,7814,7127,3595,6395
2020-06-05 23:00,7815,7135,3596,6402
2020-06-06 00:00,7815,7140,3600,6419
2020-06-06 01:00,7815,7145,3600,6428
2020-06-06 02:00,7817,7150,3600,6436
2020-06-06 03:00,7817,7151,3600,6437
2020-06-06 04:00,7817,7151,3601,6437
2020-06-06 05:00,7817,7153,3601,6437
2020-06-06 06:00,7817,7154,3601,6437
2020-06-06 07:00,7817,7154,3601,6437
2020-06-06 08:00,7818,7156,3601,6438
2020-06-06 09:00,7826,7166,3605,6443
2020-06-06 10:00,7841,7177,3612,6448
2020-06-06 11:00,7852,7190,3624,6460
2020-06-06 12:00,7884,7201,3646,6470
2020-06-06 13:00,7893,7204,3666,6470
2020-06-06 14:00,7910,7211,3693,6472
2020-06-06 15:00,7935,7219,3708,6476
2020-06-06 16:00,7962,7235,3744,6488
2020-06-06 17:00,8008,7246,3768,6495
2020-06-06 18:00,8078,7264,3782,6507
2020-06-06 19:00,8116,7280,3800,6509
2020-06-06 20:00,8153,7293,3821,6518
2020-06-06 21:00,8188,7305,3834,6536
2020-06-06 22:00,8209,7318,3838,6545
2020-06-06 23:00,8215,7353,3841,6574
2020-06-07 00:00,8218,7356,3845,6583
2020-06-07 01:00,8218,7363,3846,6588
2020-06-07 02:00,8219,7367,3847,6589
2020-06-07 03:00,8221,7368,3847,6593
2020-06-07 11:00,8236,7391,3869,6622
2020-06-07 12:00,8257,7402,3892,6631
2020-06-07 13:00,8274,7404,3900,6638
2020-06-07 14:00,8302,7414,3916,6647
2020-06-07 15:00,8334,7422,3939,6652
2020-06-07 16:00,8362,7433,3954,6661
2020-06-07 17:00,8385,7436,3974,6667
2020-06-07 18:00,8415,7464,3995,6688
2020-06-07 19:00,8451,7476,4011,6699
2020-06-07 20:00,8469,7493,4020,6715
2020-06-07 21:00,8477,7502,4022,6724
2020-06-07 22:00,8479,7507,4026,6727
2020-06-07 23:00,8482,7514,4026,6729
2020-06-08 00:00,8482,7515,4026,6732
2020-06-08 01:00,8484,7517,4026,6737
2020-06-08 02:00,8484,7520,4026,6738
2020-06-08 03:00,8484,7523,4026,6741
2020-06-08 04:00,8484,7523,4026,6742
2020-06-08 05:00,8484,7524,4026,6742
2020-06-08 06:00,8486,7527,4026,6745
2020-06-08 07:00,8495,7527,4027,6746
2020-06-08 08:00,8515,7533,4033,6749
2020-06-08 09:00,8541,7536,4044,6761
2020-06-08 10:00,8561,7544,4059,6768
2020-06-08 11:00,8578,7554,4062,6778
2020-06-08 12:00,8592,7565,4066,6784
2020-06-08 13:00,8605,7588,4069,6801
2020-06-08 14:00,8610,7601,4076,6812
2020-06-08 15:00,8616,7615,4079,6819
2020-06-08 16:00,8627,7618,4092,6834
2020-06-08 17:00,8656,7645,4117,6844
2020-06-08 18:00,8690,7668,4149,6865
2020-06-08 19:00,8718,7691,4168,6876
2020-06-08 20:00,8746,7713,4182,6898
2020-06-08 21:00,8763,7728,4197,6911
2020-06-08 22:00,8784,7744,4200,6926
2020-06-08 23:00,8794,7753,4200,6936
2020-06-09 00:00,8799,7755,4200,6940
2020-06-09 01:00,8801,7758,4200,6948
2020-06-09 02:00,8801,7758,4200,6949
2020-06-09 03:00,8804,7771,4200,6950
2020-06-09 04:00,8804,7771,4200,6950
2020-06-09 05:00,8804,7771,4200,6958
2020-06-09 06:00,8806,7776,4200,6959
2020-06-09 07:00,8821,7779,4202,6963
2020-06-09 08:00,8863,7789,4209,6973
2020-06-09 09:00,8918,7799,4224,6987
2020-06-09 10:00,8942,7813,4240,6995
2020-06-09 11:00,8961,7817,4251,7012
2020-06-09 12:00,8975,7825,4259,7019
2020-06-09 13:00,8988,7839,4264,7027
2020-06-09 14:00,9005,7856,4276,7037
2020-06-09 15:00,9021,7871,4290,7061
2020-06-09 16:00,9036,7876,4306,7070
2020-06-09 17:00,9063,7885,4334,7084
2020-06-09 18:00,9114,7907,4385,7101
2020-06-09 19:00,9175,7935,4422,7113
2020-06-09 20:00,9213,7950,4437,7128
2020-06-09 21:00,9248,7962,4458,7149
2020-06-09 22:00,9282,7979,4468,7160
2020-06-09 23:00,9298,7990,4469,7168
2020-06-10 00:00,9304,7994,4469,7185
2020-06-10 01:00,9304,7995,4471,7190
2020-06-10 02:00,9304,7996,4471,7191
2020-06-10 03:00,9305,7996,4471,7191
2020-06-10 04:00,9305,7996,4471,7192
2020-06-10 05:00,9305,7997,4471,7194
2020-06-10 06:00,9307,7997,4471,7195
2020-06-10 07:00,9317,8003,4471,7200
2020-06-10 08:00,9330,8008,4474,7203
2020-06-10 10:00,9354,8032,4487,7217
2020-06-10 11:00,9360,8047,4492,7224
2020-06-10 12:00,9371,8056,4501,7229
2020-06-10 13:00,9378,8062,4501,7230
2020-06-10 14:00,9380,8063,4507,7232
2020-06-10 15:00,9383,8064,4510,7234
2020-06-10 16:00,9389,8064,4513,7234
2020-06-10 17:00,9399,8069,4519,7239
2020-06-10 18:00,9415,8080,4541,7245
2020-06-10 19:00,9426,8091,4557,7255
2020-06-10 20:00,9439,8101,4567,7267
2020-06-10 21:00,9447,8111,4574,7271
2020-06-10 22:00,9455,8118,4576,7280
2020-06-10 23:00,9466,8137,4578,7295
2020-06-11 00:00,9467,8141,4580,7312
2020-06-11 01:00,9467,8141,4580,7319
2020-06-11 03:00,9469,8143,4580,7319
2020-06-11 04:00,9469,8143,4580,7319
2020-06-11 06:00,9469,8147,4580,7324
2020-06-11 07:00,9479,8148,4583,7325
2020-06-11 08:00,9507,8152,4592,7329
2020-06-11 09:00,9548,8170,4604,7340
2020-06-11 10:00,9581,8180,4621,7347
2020-06-11 11:00,9595,8191,4632,7359
2020-06-11 12:00,9615,8200,4640,7370
2020-06-11 13:00,9625,8214,4644,7376
2020-06-11 14:00,9631,8228,4654,7384
2020-06-11 15:00,9643,8230,4663,7393
2020-06-11 16:00,9669,8249,4685,7398
2020-06-11 17:00,9703,8266,4721,7411
2020-06-11 18:00,9747,8283,4771,7426
2020-06-11 19:00,9806,8307,4804,7433
2020-06-11 20:00,9858,8326,4827,7445
2020-06-11 21:00,9911,8336,4851,7455
2020-06-11 22:00,9946,8362,4863,7464
2020-06-11 23:00,9946,8362,4863,7464
2020-06-12 00:00,9957,8383,4865,7480
2020-06-12 01:00,9961,8387,4866,7489
2020-06-12 02:00,9963,8391,4866,7490
2020-06-12 03:00,9963,8392,4866,7491
2020-06-12 04:00,9964,8392,4866,7492
2020-06-12 05:00,9964,8392,4866,7493
2020-06-12 06:00,9967,8392,4866,7494
2020-06-12 07:00,9974,8405,4866,7511
2020-06-12 08:00,10003,8416,4881,7517
2020-06-12 09:00,10040,8424,4892,7524
2020-06-12 10:00,10063,8435,4898,7534
2020-06-12 11:00,10086,8446,4908,7537
2020-06-12 12:00,10096,8447,4921,7541
2020-06-12 13:00,10116,8459,4936,7544
2020-06-12 14:00,10136,8471,4946,7546
2020-06-12 15:00,10147,8474,4967,7557
2020-06-12 16:00,10170,8481,4994,7565
2020-06-12 17:00,10217,8494,5040,7573
2020-06-12 18:00,10257,8511,5080,7589
2020-06-12 19:00,10303,8533,5120,7599
2020-06-12 20:00,10351,8549,5133,7611
2020-06-12 21:00,10376,8563,5146,7615
2020-06-12 22:00,10376,8563,5146,7615
2020-06-12 23:00,10398,8581,5157,7631
2020-06-13 00:00,10401,8592,5160,7644
2020-06-13 01:00,10406,8593,5161,7651
2020-06-13 02:00,10408,8598,5161,7655
2020-06-13 03:00,10408,8606,5164,7655
2020-06-13 04:00,10409,8608,5164,7656
2020-06-13 05:00,10410,8608,5164,7660
2020-06-13 06:00,10410,8609,5164,7660
2020-06-13 07:00,10411,8610,5166,7661
2020-06-13 08:00,10413,8611,5166,7662
2020-06-13 09:00,10421,8617,5167,7667
2020-06-13 10:00,10427,8624,5177,7675
2020-06-13 11:00,10452,8633,5202,7685
2020-06-13 12:00,10470,8650,5224,7695
2020-06-13 13:00,10498,8654,5255,7698
2020-06-13 14:00,10523,8661,5277,7703
2020-06-13 15:00,10550,8664,5291,7709
2020-06-13 16:00,10582,8679,5311,7721
2020-06-13 17:00,10617,8687,5336,7725
2020-06-13 18:00,10658,8696,5348,7732
2020-06-13 19:00,10698,8705,5355,7736
2020-06-13 20:00,10748,8714,5364,7746
2020-06-13 21:00,10770,8719,5370,7747
2020-06-13 22:00,10778,8723,5377,7749
2020-06-13 23:00,10792,8740,5384,7760
2020-06-14 00:00,10793,8741,5385,7766
2020-06-14 01:00,10794,8744,5385,7774
2020-06-14 02:00,10797,8748,5385,7775
2020-06-14 03:00,10798,8749,5386,7776
2020-06-14 04:00,10798,8749,5386,7778
2020-06-14 05:00,10798,8749,5386,7779
2020-06-14 06:00,10798,8749,5386,7779
2020-06-14 07:00,10799,8749,5386,7779
2020-06-14 08:00,10802,8750,5387,7779
2020-06-14 09:00,10807,8751,5388,7782
2020-06-14 10:00,10813,8758,5394,7796
2020-06-14 11:00,10839,8778,5410,7800
2020-06-14 12:00,10857,8781,5439,7802
2020-06-14 13:00,10880,8794,5457,7808
2020-06-14 14:00,10898,8802,5466,7813
2020-06-14 15:00,10921,8812,5474,7816
2020-06-14 16:00,10935,8817,5478,7816
2020-06-14 17:00,10944,8822,5483,7821
2020-06-14 18:00,10954,8844,5490,7830
2020-06-14 19:00,10967,8858,5506,7843
2020-06-14 20:00,10984,8868,5527,7861
2020-06-14 21:00,11000,8878,5531,7869
2020-06-14 22:00,11008,8889,5535,7876
2020-06-14 23:00,11008,8891,5537,7879
2020-06-15 00:00,11008,8893,5538,7886
2020-06-15 01:00,11009,8897,5538,7887
2020-06-15 02:00,11010,8899,5538,7888
2020-06-15 03:00,11010,8902,5538,7888
2020-06-15 04:00,11010,8902,5538,7888
2020-06-15 05:00,11010,8952,5538,7893
2020-06-15 06:00,11010,9211,5538,8181
2020-06-15 07:00,11021,9212,5539,8183
2020-06-15 08:00,11055,9216,5547,8188
2020-06-15 09:00,11102,9228,5560,8196
2020-06-15 10:00,11145,9237,5580,8201
2020-06-15 11:00,11160,9248,5590,8207
2020-06-15 12:00,11175,9265,5598,8217
2020-06-15 13:00,11184,9269,5609,8224
2020-06-15 14:00,11207,9277,5621,8235
2020-06-15 15:00,11213,9282,5636,8245
2020-06-15 16:00,11231,9294,5662,8254
2020-06-15 17:00,11262,9307,5689,8267
2020-06-15 18:00,11302,9337,5724,8299
2020-06-15 19:00,11353,9370,5754,8314
2020-06-15 20:00,11398,9389,5788,8330
2020-06-15 21:00,11432,9402,5806,8348
2020-06-15 22:00,11462,9415,5813,8368
2020-06-15 23:00,11470,9421,5818,8381
2020-06-16 00:00,11484,9428,5819,8392
2020-06-16 01:00,11486,9429,5819,8401
2020-06-16 02:00,11488,9431,5819,8402
2020-06-16 03:00,11488,9431,5819,8402
2020-06-16 04:00,11488,9431,5819,8402
2020-06-16 05:00,11488,9431,5819,8402
2020-06-16 06:00,11489,9432,5819,8404
2020-06-16 07:00,11504,9434,5820,8405
2020-06-16 08:00,11549,9438,5835,8414
2020-06-16 10:00,11645,9478,5868,8440
2020-06-16 11:00,11664,9492,5877,8447
2020-06-16 12:00,11685,9505,5891,8452
2020-06-16 13:00,11701,9526,5898,8458
2020-06-16 14:00,11713,9533,5915,8464
2020-06-16 15:00,11729,9553,5923,8479
2020-06-16 16:00,11750,9564,5949,8492
2020-06-16 17:00,11787,9578,5979,8504
2020-06-16 18:00,11828,9596,6037,8525
2020-06-16 19:00,11881,9620,6075,8545
2020-06-16 20:00,11939,9636,6113,8567
2020-06-16 21:00,11999,9652,6128,8579
2020-06-16 22:00,11999,9652,6128,8579
2020-06-16 23:00,12022,9664,6134,8588
2020-06-17 00:00,12034,9669,6147,8593
2020-06-17 01:00,12037,9705,6147,8646
2020-06-17 02:00,12038,9705,6147,8646
2020-06-17 03:00,12038,9706,6147,8647
2020-06-17 04:00,12038,9707,6147,8648
2020-06-17 05:00,12038,9707,6147,8648
2020-06-17 06:00,12039,9707,6148,8649
2020-06-17 07:00,12052,9712,6149,8650
2020-06-17 08:00,12087,9727,6158,8665
2020-06-17 09:00,12144,9741,6177,8683
2020-06-17 10:00,12173,9752,6193,8696
2020-06-17 11:00,12189,9759,6204,8705
2020-06-17 12:00,12211,9765,6207,8713
2020-06-17 13:00,12227,9776,6217,8721
2020-06-17 14:00,12239,9792,6222,8727
2020-06-17 15:00,12251,9797,6231,8730
2020-06-17 16:00,12263,9813,6251,8738
2020-06-17 17:00,12291,9824,6287,8750
2020-06-17 18:00,12317,9837,6328,8772
2020-06-17 19:00,12382,9864,6360,8788
2020-06-17 20:00,12431,9884,6390,8800
2020-06-17 21:00,12498,9902,6420,8812
2020-06-17 22:00,12498,9902,6420,8812
2020-06-17 23:00,12531,9913,6425,8821
2020-06-18 00:00,12538,9917,6425,8835
2020-06-18 01:00,12539,9918,6425,8845
2020-06-18 02:00,12542,9923,6425,8845
2020-06-18 03:00,12542,9923,6425,8847
2020-06-18 04:00,12542,9923,6426,8847
2020-06-18 05:00,12542,9924,6427,8850
2020-06-18 06:00,12543,9929,6427,8851
2020-06-18 07:00,12550,9931,6427,8854
2020-06-18 08:00,12567,9940,6434,8861
2020-06-18 09:00,12589,9943,6439,8866
2020-06-18 10:00,12602,9953,6449,8868
2020-06-18 11:00,12606,9955,6452,8870
2020-06-18 12:00,12608,9958,6454,8871
2020-06-18 13:00,12609,9960,6454,8875
2020-06-18 14:00,12610,9960,6455,8876
2020-06-18 15:00,12612,9963,6459,8878
2020-06-18 16:00,12624,9977,6466,8881
2020-06-18 17:00,12639,9989,6485,8892
2020-06-18 18:00,12673,10023,6506,8924
2020-06-18 19:00,12694,10046,6531,8953
2020-06-18 20:00,12706,10059,6542,8968
2020-06-18 21:00,12720,10069,6549,8979
2020-06-18 22:00,12720,10069,6549,8979
2020-06-18 23:00,12728,10078,6554,8993
2020-06-19 00:00,12728,10099,6554,9002
2020-06-19 01:00,12730,10101,6554,9012
2020-06-19 02:00,12732,10103,6554,9013
2020-06-19 03:00,12733,10103,6554,9013
2020-06-19 04:00,12734,10103,6554,9013
2020-06-19 05:00,12734,10103,6554,9013
2020-06-19 06:00,12737,10103,6554,9015
2020-06-19 07:00,12741,10104,6556,9017
2020-06-19 08:00,12760,10111,6563,9023
2020-06-19 09:00,12772,10116,6569,9025
2020-06-19 10:00,12776,10116,6570,9025
2020-06-19 11:00,12781,10122,6572,9026
2020-06-19 12:00,12784,10127,6574,9029
2020-06-19 13:00,12784,10132,6579,9031
2020-06-19 14:00,12784,10134,6580,9033
2020-06-19 15:00,12788,10134,6582,9035
2020-06-19 16:00,12796,10140,6589,9041
2020-06-19 17:00,12796,10140,6589,9041
2020-06-19 18:00,12823,10167,6603,9061
2020-06-19 19:00,12832,10183,6613,9077
2020-06-19 20:00,12844,10206,6624,9088
2020-06-19 21:00,12858,10212,6627,9097
2020-06-19 22:00,12858,10212,6627,9097
2020-06-19 23:00,12861,10226,6631,9103
2020-06-20 00:00,12866,10233,6631,9129
2020-06-20 01:00,12866,10244,6632,9141
2020-06-20 02:00,12869,10247,6632,9143
2020-06-20 03:00,12869,10250,6632,9150
2020-06-20 04:00,12869,10252,6632,9152
2020-06-20 05:00,12869,10252,6632,9153
2020-06-20 06:00,12869,10253,6632,9156
2020-06-20 07:00,12870,10254,6632,9156
2020-06-20 08:00,12870,10255,6632,9157
2020-06-20 09:00,12871,10261,6633,9161
2020-06-20 10:00,12874,10276,6637,9184
2020-06-20 11:00,12892,10283,6640,9191
2020-06-20 12:00,12902,10287,6647,9198
2020-06-20 13:00,12915,10301,6653,9209
2020-06-20 14:00,12920,10306,6654,9210
2020-06-20 15:00,12923,10310,6654,9216
2020-06-20 16:00,12926,10315,6655,9223
2020-06-20 17:00,12928,10324,6658,9230
2020-06-20 18:00,12943,10327,6667,9235
2020-06-20 19:00,12947,10343,6672,9240
2020-06-20 20:00,12951,10345,6673,9244
2020-06-20 21:00,12952,10356,6677,9253
2020-06-20 22:00,12952,10356,6677,9253
2020-06-20 23:00,12954,10367,6678,9262
2020-06-21 01:00,12954,10382,6678,9283
2020-06-21 02:00,12954,10382,6678,9285
2020-06-21 03:00,12954,10382,6678,9288
2020-06-21 04:00,12954,10382,6678,9288
2020-06-21 05:00,12954,10382,6678,9289
2020-06-21 06:00,12954,10382,6678,9289
2020-06-21 07:00,12954,10383,6678,9289
2020-06-21 08:00,12955,10384,6678,9289
2020-06-21 09:00,12957,10386,6680,9291
2020-06-21 10:00,12959,10396,6681,9292
2020-06-21 11:00,12962,10400,6684,9297
2020-06-21 12:00,12968,10406,6687,9299
2020-06-21 13:00,12974,10413,6693,9308
2020-06-21 14:00,12978,10421,6697,9314
2020-06-21 15:00,12985,10427,6703,9321
2020-06-21 16:00,12996,10435,6715,9333
2020-06-21 17:00,13001,10443,6726,9350
2020-06-21 18:00,13030,10466,6741,9360
2020-06-21 19:00,13054,10480,6762,9384
2020-06-21 20:00,13081,10500,6767,9401
2020-06-21 21:00,13097,10512,6775,9414
2020-06-21 22:00,13097,10512,6775,9414
2020-06-21 23:00,13101,10513,6775,9420
2020-06-22 00:00,13102,10515,6775,9425
2020-06-22 01:00,13103,10518,6775,9428
2020-06-22 02:00,13104,10518,6775,9428
2020-06-22 03:00,13104,10518,6775,9430
2020-06-22 04:00,13104,10518,6775,9432
2020-06-22 05:00,13104,10520,6775,9432
2020-06-22 06:00,13105,10520,6775,9433
2020-06-22 07:00,13119,10523,6778,9436
2020-06-22 08:00,13148,10528,6788,9440
2020-06-22 09:00,13188,10539,6800,9449
2020-06-22 10:00,13212,10558,6810,9459
2020-06-22 11:00,13232,10570,6818,9472
2020-06-22 12:00,13243,10588,6825,9479
2020-06-22 13:00,13254,10595,6833,9490
2020-06-22 14:00,13268,10611,6845,9499
2020-06-22 15:00,13281,10626,6863,9508
2020-06-22 16:00,13308,10646,6883,9513
2020-06-22 17:00,13332,10652,6912,9519
2020-06-22 18:00,13378,10661,6937,9523
2020-06-22 19:00,13428,10676,6956,9536
2020-06-22 20:00,13480,10717,6985,9565
2020-06-22 21:00,13480,10717,6985,9565
2020-06-22 22:00,13480,10717,6985,9565
2020-06-22 23:00,13508,10735,6997,9585
2020-06-23 00:00,13521,10745,6998,9600
2020-06-23 01:00,13524,10747,6998,9607
2020-06-23 02:00,13526,10747,6998,9607
2020-06-23 03:00,13527,10747,6998,9607
2020-06-23 04:00,13527,10747,6998,9608
2020-06-23 05:00,13527,10747,6998,9608
2020-06-23 06:00,13527,10747,6999,9611
2020-06-23 07:00,13543,10750,7000,9615
2020-06-23 08:00,13543,10750,7000,9615
2020-06-23 09:00,13592,10763,7016,9625
2020-06-23 10:00,13625,10771,7029,9633
2020-06-23 11:00,13646,10771,7042,9634
2020-06-23 12:00,13659,10773,7047,9635
2020-06-23 13:00,13674,10778,7054,9635
2020-06-23 14:00,13683,10787,7060,9637
2020-06-23 15:00,13702,10794,7072,9645
2020-06-23 16:00,13725,10805,7087,9650
2020-06-23 17:00,13759,10810,7107,9658
2020-06-23 18:00,13816,10830,7136,9662
2020-06-23 19:00,13871,10844,7178,9665
2020-06-23 20:00,13930,10862,7210,9684
2020-06-23 21:00,13930,10862,7210,9684
2020-06-23 22:00,13930,10862,7210,9684
2020-06-23 23:00,13967,10869,7216,9694
2020-06-24 00:00,13977,10876,7217,9703
2020-06-24 01:00,13981,10878,7217,9712
2020-06-24 02:00,13983,10881,7217,9713
2020-06-24 03:00,13984,10881,7217,9713
2020-06-24 04:00,13984,10881,7218,9713
2020-06-24 05:00,13984,10881,7218,9713
2020-06-24 06:00,13986,10881,7218,9714
2020-06-24 07:00,14002,10887,7219,9721
2020-06-24 08:00,14037,10898,7226,9728
2020-06-24 09:00,14080,10912,7245,9740
2020-06-24 10:00,14109,10926,7258,9752
2020-06-24 11:00,14123,10935,7265,9755
2020-06-24 12:00,14143,10944,7279,9764
